Persea venosa,1
Phoebe stenophyll,1
Senna speciosa,1
Machaerium aculeatum,1
lnga striata,1
Pithecellobium langsdorffii,1
Strychnos brasiliensis,1
Lafoensia replicata,1
Talauma ovata,1
Miconia ligustroides,1
Guarea macrophylla subsp. Tuberculata,1
Rapaneaferruginea,1
Campomanesia maschalantha,1
Calypthrantes concina,1
Myrcia calumbaensis,1
Myrcia impressa,1
Ouratea salicifolia,1
Piper amalago,1
Ixora venulosa,1
Zanthoxyllum rhoifolium,1
Dodonaea viscosa,1
Marayba eleagnoides,1
Athenaea picta,1
Cestrum sessilijlorum,1
Solanum inaequale,1
Solanum rufescens,1
Luehea speciosa,1
Cytharexyllum myrianthum,1
Lantana brasiliensis,1
Guapira subferruginosa,1
Glycydendron amazonicum,1
Protium aracouchini,1
Crepidospermum atlanticum,1
Licania belemii,1
Capparis brasiliana,1
Inga cabelo,1
Ocotea cernua,1
Lonchocarpus cultratus,1
Coussapoa curranii,1
Ouratea cuspidata,1
Inga cylindrica,1
Brosimum glaucum,1
Discophora guianensis,1
Vatairea heteroptera,1
Diplotropis incexis,1
Myrciaria jaboticaba,1
Casearia javitensis,1
Terminalia kuhlmannii,1
Brosimum lactescens,1
Rollinia laurifolia,1
Deguelia longeracemosa,1
Coccoloba longipes,1
Spondias macrocarpa,1
Eriotheca macrophylla,1
Luehea mediterranea,1
Pourouma mollis,1
Melanopsidium nigrum,1
Ormosia nitida,1
Margaritaria nobilis,1
Tabebuia obtusifolia,1
Tachigali paratyensis,1
Guatteria peckoltiana,1
Inga plana,1
Tabebuia riodocensis,1
Thyrsodium schomburgkianum,1
Bombacopsis stenopetala,1
Simaba subcymosa,1
Marlierea succrei,1
Coccoloba tenuifolia,1
Hydrogaster trinervis,1
Pourouma velutina,1
Spondias venulosa,1
Exostyles venusta,1
Myrciaria amazonica,1
Mouriri arborea,1
Ocotea argentea,1
Duguetia bahiensis,1
Pouteria bapeba,1
Stephanopodium blanchetianum,1
Schoepfia brasiliensis,1
Tovomita brevistaminea,1
Couepia carautae,1
Pouteria coelomatica,1
Casearia commersoniana,1
Ocotea conferta,1
Ocotea confertiflora,1
Talisia coriacea,1
Micropholis cuneata,1
Eugenia cuspidata,1
Pouteria cuspidata,1
Aspidosperma cylindrocarpon,1
Humiriastrum dentatum,1
Connarus detersus,1
Ocotea divaricata,1
Sterculia elata,1
Campomanesia espiritosantensis,1
Marlierea estrellensis,1
Actinostemon estrellensis,1
Pouteria filipes,1
Swartzia flaemingii,1
Duguetia flagellaris,1
Inga flagelliformis,1
Machaerium fulvovenosum,1
Micropholis gardneriana,1
Simira glaziovii,1
Exellodendron gracile,1
Marlierea grandifolia,1
Caryodendron grandifolium,1
Sloanea granulosa,1
Simira grazielae,1
Dialium guianense,1
Licania heteromorpha,1
Pouteria hispida,1
Inga hispida,1
Clarisia ilicifolia,1
Aspidosperma illustre,1
Ravenia infelix,1
Plinia involucrata,1
Myrcia isaiana,1
Eugenia itapemirimensis,1
Chrysophyllum jamaicense,1
Chrysophyllum januariense,1
Guarea juglandiformis,1
Geissospermum laeve,1
Neomitranthes langsdorfii,1
Zollernia latifolia,1
Myrcia lineata,1
Beilschmiedia linharensis,1
Lecythis lurida,1
Psidium macrospermum,1
Mollinedia marquetiana,1
Qualea megalocarpa,1
Naucleopsis mello-barretoi,1
Eugenia microcarpa,1
Zollernia modesta,1
Eugenia moonioides,1
Senefeldera multiflora,1
Maytenus multiflora,1
Eugenia neoglomerata,1
Schoepfia oblongifolia,1
Marlierea obversa,1
Xylopia ochrantha,1
Machaerium ovalifolium,1
Eschweilera ovata,1
Parinari parvifolia,1
Quararibea penduliflora,1
Guarea penningtoniana,1
Eugenia pinhaesensis,1
Eugenia platysema,1
Pouteria psammophila,1
Eugenia pyriflora,1
Clarisia racemosa,1
Lacistema recurvum,1
Marlierea regeliana,1
Pouteria reticulata,1
Cupania rugosa,1
Licania salzmannii,1
Cupania scrobiculata,1
Swartzia simplex,1
Sterculia speciosa,1
Chrysophyllum splendens,1
Aspidosperma spruceanum,1
Hirtella sprucei,1
Sclerolobium striatum,1
Marlierea strigipes,1
Trichilia surumuensis,1
Eugenia tinguyensis,1
Eugenia ubensis,1
Pouteria venosa,1
Rinorea bahiensis,1
Cinnamodendron dinisii,1
Mimosa scabrella,1
Ateleia glazioveana,1
Miconia cinerascens,1
Curitiba prismática,1
Myrcia hebepetala,1
Myrcia palustres,1
Myrcianthes cisplatensis,1
Zanthoxylum riedelianum,1
Xylosma pseudosalzmannii,1
Casearia lasiophylla,1
Tecoma stans,1
Lonchocarpus campestris,1
Cestrum calycinum,1
Patagonula americana,1
Maba inconstans,1
Albizia niopoides,1
Inga semialata,1
Rapanea quaternata,1
Citharexylum solanaceum,1
Rollinia salicifolia,1
Banara parviflora,1
Ocotea lancifolia,1
Calyptranthes tricona,1
Pilocarpus pennatifolius,1
Rollinia sylvatica,1
Aspidosperma ramiflorum,1
Syagrus oleracea,1
Carica quercifolia,1
Securinega guaraiuva,1
Centrolobium tomentosum,1
Machaerium scleroxylum,1
Sweetia fruticosa,1
Lacistema hasslerianum,1
Bastardiopsis densiflora,1
Esenbeckia febrifuga,1
Metrodorea nigra,1
Zanthoxylum hyemale,1
Aloysia virgata,1
Cordyline spectabilis,1
Lithraea molleoides,1
Aspidosperma subincanum,1
Ilex amara,1
Piptocarpha regnelii,1
Tabebuia alba,1
Tabebuia impetiginosa,1
Capsicodendron dinisii,1
Cyathea atrovirens,1
Cyathea corcovadensis,1
Richeria grandis,1
Machaerium vestitum,1
Ormosia dasycarpa,1
Piptadenia paniculata,1
Vantanea compacta,1
Cinnamomum pseudoglaziovii,1
Ocotea porosa,1
Ocotea vaccinioides,1
Ocotea variabilis,1
Miconia fasciculata,1
Miconia inconspicua,1
Meliosma brasiliensis,1
Meliosma glaziovii,1
Meliosma sellowiana,1
Meliosma sinuata,1
Mollinedia oligantha,1
Ardisia guianensis,1
Rapanea hermogenesii,1
Calyptranthes concinna,1
Campomanesia phaea,1
Eugenia blastantha,1
Eugenia cereja,1
Eugenia multiovulata,1
Eugenia sonderiana,1
Eugenia speciosa,1
Gomidesia schaueriana,1
Gomidesia tijucensis,1
Myrcia arborescens,1
Myrcia citrifolia,1
Myrcia laruotteana,1
Myrcia richardiana,1
Myrcia tenuivenosa,1
Neomitranthes glomerata,1
Seguieria floribunda,1
Podocarpus sellowii,1
Quiina glaziovii,1
Eriobotrya japonica,1
Alibertia myrciifolia,1
Bathysa meridionalis,1
Faramea montevidensis,1
Psychotria glaziovii,1
Psychotria pubigera,1
Solanum swartzianum,1
Styrax acuminatus,1
Styrax ambiguus,1
Symplocos glanduloso-marginata,1
Gordonia fruticosa,1
Daphnopsis schwackeana,1
Rollinia mucosa,1
Terminalia phaeocarpa,1
Gochnatia paniculata,1
Piptocarpha oblonga,1
Ttichipteris corcovadensis,1
Ocotea paranapiacabensis,1
Leandra moseni,1
Leandra scabra,1
Tibouchina mutabilis,1
Rapanea lancifolia,1
Myrcia racemosa,1
Mytcia ypenemensis,1
Pipet aduncum,1
Palicourea metcgrewii,1
Terminalia brasiliensis,1
Rapanea guianensis,1
Calycorectes acutatus,1
Eugenia aurata,1
Eugenia glazioviana,1
Psychotria nemorosa,1
Sebastiania serrata,1
Inga uruguensis,1
Luehea paniculata,1
Qualea multiflora,1
Tabebuia umbellata,1
Maytenus alatemoides,1
Diospyros inconstans,1
Cyclolobium vecchii,1
Genipa americana,1
